Date,Close,High,Low,Open,Volume
1986-03-13,0.05959761142730713,0.0622586671597829,0.05427672398432511,0.05427672398432511,1031788800
1986-03-14,0.06172596663236618,0.0627907561358781,0.05959761164731638,0.05959761164731638,308160000
1986-03-17,0.06279073655605316,0.06332282513639621,0.06172594738457088,0.06172594738457088,133171200
1986-03-18,0.061193887144327164,0.06332285446246241,0.060661798317563256,0.0627907656356985,67766400
1986-03-19,0.06012970209121704,0.061725968375071674,0.059597613329932166,0.0611938796137868,47894400
1986-03-20,0.05853339657187462,0.06012966178573763,0.058001308167253615,0.06012966178573763,58435200
1986-03-21,0.05693716183304787,0.05959760528012815,0.055872984454215756,0.05853342790129604,59990400
1986-03-24,0.055340901017189026,0.05693716723693837,0.05480881227727258,0.05693716723693837,65289600
1986-03-25,0.05640508607029915,0.05640508607029915,0.05480881963622573,0.055340908447583534,32083200
1986-03-26,0.058001331984996796,0.05853342060811537,0.055872977492522506,0.05640506611564108,22752000
1986-03-27,0.05906550958752632,0.05906550958752632,0.05800133233486989,0.05800133233486989,16848000
1986-03-31,0.05853339657187462,0.05906548497649562,0.05746921976263261,0.05906548497649562,12873600
1986-04-01,0.058001331984996796,0.05853342060811537,0.058001331984996796,0.05853342060811537,11088000
1986-04-02,0.05853339657187462,0.059597573381116625,0.058001308167253615,0.058001308167253615,27014400
1986-04-03,0.05906550958752632,0.06066177546651096,0.05906550958752632,0.05906550958752632,23040000
1986-04-04,0.05906550958752632,0.05959759821385453,0.05906550958752632,0.05906550958752632,26582400
1986-04-07,0.058001331984996796,0.05959759785435252,0.056937154738759654,0.059065509231233944,16560000
1986-04-08,0.05853339657187462,0.059597573381116625,0.058001308167253615,0.058001308167253615,10252800
1986-04-09,0.05959761142730713,0.06012970017160533,0.05853343393871073,0.05853343393871073,12153600
1986-04-10,0.06012970209121704,0.060661790852501916,0.05853343580736241,0.059597613329932166,13881600
1986-04-11,0.061193887144327164,0.0622586768089346,0.060661798317563256,0.060661798317563256,17222400
1986-04-14,0.06172596663236618,0.06225866738961565,0.061193877886103726,0.061193877886103726,12153600
1986-04-15,0.06172596663236618,0.06172596663236618,0.05959761164731638,0.06172596663236618,9302400
1986-04-16,0.06385493278503418,0.06438702152426903,0.06119387707788101,0.061725965817115855,31910400
1986-04-17,0.0643870159983635,0.0643870159983635,0.06385492730479425,0.06385492730479425,22003200
1986-04-18,0.06225866079330444,0.06438701555285484,0.06172596009249466,0.06438701555285484,21628800
1986-04-21,0.06225866079330444,0.06279074948319203,0.06066178271271946,0.062258660793304436,22924800
1986-04-22,0.061193887144327164,0.0622586768089346,0.06119388714432717,0.0622586768089346,15552000
1986-04-23,0.06145992875099182,0.06172597544573285,0.06066179780126239,0.061193886623497624,15609600
1986-04-24,0.06757955253124237,0.06864372998721843,0.061193875784419954,0.061459917864790964,62352000
1986-04-25,0.07183686643838882,0.07476335640298644,0.06811163374261327,0.06811163374261327,85795200
1986-04-28,0.07236895710229874,0.07290104578623238,0.07130416772351611,0.07183686841836509,28886400
